fng_w,fng_t,fng_a,rainbow_w,rainbow_t,rainbow_a,ratio,equity,trades,avg_alloc
7,10,95,7,0.02,95,1.4186923790655785,8.714510805624048,1649,95.49723183391004
7,15,94,7,0.02,94,1.4186542594086302,8.714276650448983,1584,95.37162629757785
7,12,94,14,0.015,95,1.418216380741532,8.711586921207967,1609,95.2719723183391
7,12,95,14,0.015,94,1.418216380741532,8.711586921207967,1609,95.2719723183391
7,12,96,7,0.01,94,1.4180895243945333,8.710807688850766,1540,95.38269896193773
7,12,94,7,0.01,96,1.4180895243945333,8.710807688850766,1540,95.38269896193773
7,15,94,14,0.015,95,1.4173356706004636,8.706177039436403,1533,95.6311418685121
7,15,95,14,0.015,94,1.4173356706004636,8.706177039436403,1533,95.6311418685121
7,15,96,14,0.01,94,1.416722848744042,8.702412697871937,1494,95.82975778546714
7,15,94,14,0.01,96,1.416722848744042,8.702412697871937,1494,95.82975778546714
7,15,94,14,0.005,96,1.416478831068041,8.700913786123587,1346,95.45051903114187
7,15,96,14,0.005,94,1.416478831068041,8.700913786123587,1346,95.45051903114187
7,10,96,10,0.015,95,1.415100340901824,8.692446222875763,1619,95.6795847750865
7,10,95,10,0.015,96,1.415100340901824,8.692446222875763,1619,95.6795847750865
7,12,95,7,0.01,94,1.4149497296259825,8.69152107263873,1540,94.81937716262976
7,12,94,7,0.01,95,1.4149497296259825,8.69152107263873,1540,94.81937716262976
7,12,95,7,0.02,94,1.4145732071828505,8.689208232344631,1650,95.52802768166092
7,12,94,7,0.02,95,1.4145732071828505,8.689208232344631,1650,95.52802768166092
10,10,94,14,0.02,95,1.4145507648995124,8.689070377568262,1704,95.29342560553631
10,10,95,14,0.02,94,1.4145507648995124,8.689070377568262,1704,95.29342560553631
7,10,94,10,0.005,94,1.414262337324156,8.687298671975723,1477,93.65259515570934
7,12,95,14,0.02,96,1.4140169372953888,8.685791268937582,1632,96.34913494809688
7,12,96,14,0.02,95,1.4140169372953888,8.685791268937582,1632,96.34913494809688
7,10,94,7,0.005,94,1.4130727494048119,8.679991466460041,1476,93.68304498269895
5,10,94,14,0.02,95,1.4118320005399858,8.67236999788155,1754,95.34602076124568
5,10,95,14,0.02,94,1.4118320005399858,8.67236999788155,1754,95.34602076124568
7,8,95,7,0.005,95,1.4114363677501653,8.66993976968492,1477,94.39930795847748
7,12,94,7,0.01,94,1.4108798260641797,8.666521136718487,1540,94.2560553633218
7,10,95,7,0.01,96,1.4105701009053404,8.664618607824057,1569,95.42145328719724
7,10,96,7,0.01,95,1.4105701009053404,8.664618607824057,1569,95.42145328719724
7,15,94,14,0.015,94,1.4099476820983994,8.660795315686347,1533,95.07404844290656
7,15,96,7,0.015,94,1.4083381805220363,8.650908733446352,1515,96.10934256055363
7,15,94,7,0.015,96,1.4083381805220363,8.650908733446352,1515,96.10934256055363
7,12,95,10,0.01,95,1.4071399174066834,8.643548239359818,1518,95.06332179930796
5,8,94,7,0.01,94,1.4070502055766851,8.642997172247984,1623,93.82560553633216
10,8,94,14,0.02,94,1.4066629751335733,8.640618556608286,1686,94.4878892733564
7,15,96,7,0.005,94,1.4063817984705789,8.638891390730672,1306,95.41038062283738
7,15,94,7,0.005,96,1.4063817984705789,8.638891390730672,1306,95.41038062283738
7,10,94,14,0.005,94,1.4058064903115883,8.635357482152557,1498,93.72941176470587
5,10,94,7,0.01,94,1.4043750502904346,8.6265646672224,1617,94.0553633217993
7,12,96,14,0.015,94,1.4040282372829473,8.624434321175663,1609,95.79792387543252
7,12,94,14,0.015,96,1.4040282372829473,8.624434321175663,1609,95.79792387543252
7,8,96,7,0.02,96,1.4039253883178826,8.623802557425726,1676,96.06020761245674
7,12,94,7,0.02,94,1.4030178204409194,8.618227698360196,1650,95.00069204152247
10,12,94,14,0.02,94,1.402459485740253,8.614798051557331,1676,95.11626297577853
7,15,94,7,0.005,95,1.4021878423990046,8.613129445404569,1306,94.77093425605536
7,15,95,7,0.005,94,1.4021878423990046,8.613129445404569,1306,94.77093425605536
7,12,94,10,0.015,96,1.400993100360684,8.605790580012386,1593,95.66782006920415
7,12,96,10,0.015,94,1.400993100360684,8.605790580012386,1593,95.66782006920415
7,8,96,14,0.015,96,1.4001073888481412,8.600349976636618,1654,95.88650519031141
7,15,94,14,0.01,95,1.399815439557767,8.598556638430816,1494,95.24671280276816
7,15,95,14,0.01,94,1.399815439557767,8.598556638430816,1494,95.24671280276816
5,12,95,7,0.02,94,1.399558220060262,8.596976632699128,1679,95.56401384083046
5,12,94,7,0.02,95,1.399558220060262,8.596976632699128,1679,95.56401384083046
7,15,95,10,0.01,96,1.399434343994142,8.596215707122385,1372,95.93183391003461
7,15,96,10,0.01,95,1.399434343994142,8.596215707122385,1372,95.93183391003461
5,12,96,14,0.02,94,1.3990503704153614,8.593857097214604,1684,96.1356401384083
5,12,94,14,0.02,96,1.3990503704153614,8.593857097214604,1684,96.1356401384083
7,10,96,14,0.015,95,1.3976595160805068,8.58531358538005,1643,95.7961937716263
7,10,95,14,0.015,96,1.3976595160805068,8.58531358538005,1643,95.7961937716263
7,15,95,10,0.02,95,1.3974960359329396,8.584309386348954,1562,96.02941176470588
7,12,95,14,0.01,94,1.3974855919208848,8.584245232585074,1577,94.90346020761245
7,12,94,14,0.01,95,1.3974855919208848,8.584245232585074,1577,94.90346020761245
7,12,94,14,0.01,94,1.3974488826162292,8.584019740690701,1577,94.3674740484429
7,15,94,7,0.005,94,1.3969340036397573,8.580857026581382,1306,94.13148788927334
7,12,96,14,0.01,94,1.3966161177519854,8.578904369300057,1577,95.439446366782
7,12,94,14,0.01,96,1.3966161177519854,8.578904369300057,1577,95.439446366782
7,15,95,7,0.015,94,1.395357357057221,8.571172260607513,1515,95.54013840830449
7,15,94,7,0.015,95,1.395357357057221,8.571172260607513,1515,95.54013840830449
7,15,95,10,0.015,95,1.3951621390486948,8.569973107450805,1472,95.67889273356401
7,12,94,14,0.005,96,1.3951268587402266,8.56975639335978,1462,95.06020761245674
7,12,96,14,0.005,94,1.3951268587402266,8.56975639335978,1462,95.06020761245674
7,10,95,7,0.01,95,1.3946724043910361,8.566964845738095,1569,94.90657439446363
7,15,94,10,0.005,94,1.3945430431555033,8.56617022676254,1257,94.08304498269892
5,12,94,10,0.01,94,1.394178380562021,8.563930237207229,1523,94.19307958477506
10,10,94,14,0.015,94,1.3937238844710764,8.561138433181144,1669,94.4539792387543
7,8,96,14,0.01,96,1.3933430645461629,8.558799195020972,1618,95.63460207612455
10,10,94,10,0.01,94,1.3923461524216225,8.552675526768601,1604,93.96470588235294
7,15,95,10,0.005,94,1.390800604084946,8.543181785997644,1257,94.7342560553633
7,15,94,10,0.005,95,1.390800604084946,8.543181785997644,1257,94.7342560553633
5,8,94,7,0.015,94,1.390608217983173,8.542000028213156,1707,94.15570934256053
5,12,94,14,0.015,95,1.390348538152736,8.54040490955196,1667,95.2878892733564
5,12,95,14,0.015,94,1.390348538152736,8.54040490955196,1667,95.2878892733564
7,12,94,14,0.005,95,1.3900357944518607,8.538483838852711,1462,94.5
7,12,95,14,0.005,94,1.3900357944518607,8.538483838852711,1462,94.5
7,15,95,14,0.005,94,1.389687721837884,8.536345755501873,1346,94.82387543252595
7,15,94,14,0.005,95,1.389687721837884,8.536345755501873,1346,94.82387543252595
7,10,95,14,0.01,96,1.3894656915678094,8.534981904383553,1601,95.48235294117647
7,10,96,14,0.01,95,1.3894656915678094,8.534981904383553,1601,95.48235294117647
7,12,96,7,0.015,94,1.3894413814572069,8.534832576224286,1588,95.71903114186851
7,12,94,7,0.015,96,1.3894413814572069,8.534832576224286,1588,95.71903114186851
5,8,95,14,0.02,95,1.3885789107653315,8.529534732748992,1734,95.35224913494808
7,12,95,10,0.02,95,1.388396852091552,8.52841641259494,1644,95.7190311418685
7,8,96,7,0.01,96,1.3882961735931354,8.52779798123146,1579,95.57716262975778
7,15,95,10,0.02,96,1.388283101564274,8.527717684517073,1562,96.56678200692042
7,15,96,10,0.02,95,1.388283101564274,8.527717684517073,1562,96.56678200692042
5,10,95,14,0.02,95,1.3872371976677436,8.52129307764496,1754,95.62110726643598
7,10,96,7,0.015,95,1.3865757378422463,8.517229970743251,1626,95.71972318339101
7,10,95,7,0.015,96,1.3865757378422463,8.517229970743251,1626,95.71972318339101
5,12,94,7,0.015,94,1.3860257199252688,8.513851410914839,1657,94.6705882352941
5,12,94,14,0.01,94,1.3859857622032046,8.51360596517492,1615,94.36055363321798
7,15,94,10,0.005,96,1.385985460149914,8.513604109771519,1257,95.38546712802768
7,15,96,10,0.005,94,1.385985460149914,8.513604109771519,1257,95.38546712802768
10,10,95,14,0.02,95,1.3856805775038392,8.511731326670072,1704,95.57508650519031
7,12,94,7,0.005,94,1.385641041415963,8.511488470875474,1455,93.88096885813148
7,10,95,14,0.005,96,1.3853112910064052,8.50946293415613,1498,95.14429065743944
7,10,96,14,0.005,95,1.3853112910064052,8.50946293415613,1498,95.14429065743944
5,8,95,7,0.02,94,1.385164060966828,8.50855855362252,1730,94.96608996539793
5,8,94,7,0.02,95,1.385164060966828,8.50855855362252,1730,94.96608996539793
7,12,94,7,0.005,95,1.3850394086972309,8.507792860110396,1455,94.45051903114187
7,12,95,7,0.005,94,1.3850394086972309,8.507792860110396,1455,94.45051903114187
5,12,94,7,0.01,95,1.384814675620261,8.506412406633283,1576,94.839446366782
5,12,95,7,0.01,94,1.384814675620261,8.506412406633283,1576,94.839446366782
7,12,94,14,0.005,94,1.384051652219757,8.501725431664815,1462,93.93979238754324
7,12,94,7,0.005,96,1.3835168785567236,8.498440511738666,1455,95.02006920415225
7,12,96,7,0.005,94,1.3835168785567236,8.498440511738666,1455,95.02006920415225
5,8,96,14,0.02,94,1.3828804906496577,8.49453141250438,1734,95.50449826989619
5,8,94,14,0.02,96,1.3828804906496577,8.49453141250438,1734,95.50449826989619
5,15,94,14,0.015,94,1.38276010001285,8.493791896651022,1564,95.1100346020761
7,10,95,14,0.015,95,1.3821016325570117,8.489747170786748,1643,95.30415224913493
7,15,94,14,0.01,94,1.3820904920575539,8.489678738754309,1494,94.6636678200692
7,12,95,10,0.015,95,1.3816348437641737,8.486879857168125,1593,95.40380622837368
7,15,94,7,0.015,94,1.381523407506656,8.486195344806879,1515,94.97093425605534
7,12,96,10,0.01,95,1.3811684363053482,8.484014885945516,1518,95.62145328719723
7,12,95,10,0.01,96,1.3811684363053482,8.484014885945516,1518,95.62145328719723
7,10,95,7,0.005,96,1.3799134264603408,8.47630581735752,1476,95.10761245674739
7,10,96,7,0.005,95,1.3799134264603408,8.47630581735752,1476,95.10761245674739
5,15,94,14,0.02,95,1.3781843091224963,8.465684479041203,1611,96.02006920415225
5,15,95,14,0.02,94,1.3781843091224963,8.465684479041203,1611,96.02006920415225
7,12,95,7,0.015,94,1.3776219647982597,8.46223020258046,1588,95.17750865051902
7,12,94,7,0.015,95,1.3776219647982597,8.46223020258046,1588,95.17750865051902
7,10,96,14,0.02,96,1.377581422695309,8.4619811672015,1653,96.359169550173
7,15,95,7,0.01,96,1.377359029530407,8.46061508695237,1431,95.9961937716263
7,15,96,7,0.01,95,1.377359029530407,8.46061508695237,1431,95.9961937716263
7,15,96,7,0.02,95,1.3768273528879826,8.457349190896343,1584,96.62145328719724
7,15,95,7,0.02,96,1.3768273528879826,8.457349190896343,1584,96.62145328719724
5,10,95,7,0.02,94,1.3766257839737244,8.456111026437789,1722,95.278892733564
5,10,94,7,0.02,95,1.3766257839737244,8.456111026437789,1722,95.278892733564
7,12,94,10,0.005,94,1.3765051859855262,8.455370236900325,1432,93.84498269896193
7,15,96,10,0.015,95,1.3758902443698908,8.451592874426714,1472,96.26020761245675
7,15,95,10,0.015,96,1.3758902443698908,8.451592874426714,1472,96.26020761245675
5,12,95,10,0.01,94,1.3758101664113527,8.451100984680021,1523,94.76228373702422
5,12,94,10,0.01,95,1.3758101664113527,8.451100984680021,1523,94.76228373702422
5,8,94,14,0.01,94,1.3756013513743868,8.449818309927645,1643,93.89688581314878
7,8,96,14,0.005,96,1.375479595537474,8.449070408147046,1494,95.35501730103803
5,12,95,7,0.02,95,1.3751114082755813,8.446808767836854,1679,95.80103806228372
5,12,95,14,0.015,95,1.3743649291074418,8.442223418064827,1667,95.54775086505191
7,15,95,7,0.01,95,1.374047904582699,8.440276051823007,1431,95.38581314878891
7,12,96,10,0.02,95,1.3737554356574457,8.438479521689317,1644,96.23564013840831
7,12,95,10,0.02,96,1.3737554356574457,8.438479521689317,1644,96.23564013840831
7,10,96,10,0.01,96,1.3737168656456058,8.438242600148106,1563,95.74532871972318
10,10,94,14,0.01,94,1.3736334676352757,8.43773031653193,1606,94.09342560553631
7,10,95,7,0.015,95,1.3734125522373195,8.436373313667161,1626,95.21280276816609
10,8,94,10,0.01,94,1.3733638888726907,8.436074392334282,1594,93.72179930795846
7,10,96,10,0.02,96,1.3732330425327763,8.435270650903169,1668,96.26297577854672
7,8,96,7,0.015,96,1.3729911653631668,8.433784887506325,1650,95.82629757785466
5,8,95,14,0.015,94,1.3728729755631406,8.433058890592095,1703,94.7114186851211
5,8,94,14,0.015,95,1.3728729755631406,8.433058890592095,1703,94.7114186851211
5,15,94,10,0.01,94,1.3711916519703364,8.422731131852112,1362,94.48235294117644
10,10,96,14,0.02,94,1.3704637678619567,8.418260004762605,1704,95.7840830449827
10,10,94,14,0.02,96,1.3704637678619567,8.418260004762605,1704,95.7840830449827
5,10,94,7,0.015,94,1.3704611805288813,8.41824411171745,1695,94.41868512110726
7,12,95,14,0.015,95,1.3702497477413522,8.416945357076361,1609,95.53425605536331
5,8,94,10,0.01,94,1.369774472255958,8.41402591279497,1588,93.74878892733562
5,12,95,14,0.02,96,1.369498070331378,8.412328076397179,1684,96.36470588235296
5,12,96,14,0.02,95,1.369498070331378,8.412328076397179,1684,96.36470588235296
7,12,94,10,0.005,95,1.3694498213529989,8.412031700488173,1432,94.42006920415224
7,12,95,10,0.005,94,1.3694498213529989,8.412031700488173,1432,94.42006920415224
7,10,95,14,0.01,95,1.3688936864794894,8.408615566422679,1601,94.98996539792388
5,8,94,7,0.01,95,1.368234442640354,8.404566071518456,1623,94.29688581314878
5,8,95,7,0.01,94,1.368234442640354,8.404566071518456,1623,94.29688581314878
7,8,96,10,0.005,96,1.367849152420805,8.402199373965761,1481,95.30449826989619
5,10,94,14,0.01,94,1.3674334547313216,8.399645894395185,1676,94.14602076124567
5,15,94,7,0.02,94,1.3664584096233483,8.393656547264836,1614,95.43252595155708
7,10,96,10,0.005,95,1.3657293355534381,8.389178110674857,1477,95.08442906574393
7,10,95,10,0.005,96,1.3657293355534381,8.389178110674857,1477,95.08442906574393
7,15,95,7,0.02,95,1.3652594568703784,8.386291816985485,1584,96.08442906574395
7,12,94,7,0.015,94,1.365036689575341,8.384923438591134,1588,94.63598615916953
5,8,95,7,0.02,95,1.3646879811116364,8.3827814494469,1730,95.29861591695501
7,10,96,10,0.015,96,1.364057463701357,8.378908410537202,1619,96.01245674740485
5,10,95,7,0.02,95,1.3639640324071134,8.37833449611059,1722,95.56020761245675
7,10,95,7,0.005,95,1.3629141515351035,8.371885460125936,1476,94.59965397923875
7,15,95,14,0.015,96,1.362889176934254,8.371732050244992,1533,96.38615916955018
7,15,96,14,0.015,95,1.362889176934254,8.371732050244992,1533,96.38615916955018
7,15,94,14,0.005,94,1.3623616869843291,8.368491871516813,1346,94.19723183391001
7,12,95,7,0.02,96,1.3623440764494563,8.368383696412254,1650,96.28477508650519
7,12,96,7,0.02,95,1.3623440764494563,8.368383696412254,1650,96.28477508650519
7,8,96,7,0.005,96,1.3618361771915097,8.36526385617285,1477,95.3266435986159
5,10,96,14,0.02,94,1.3616302830718794,8.363999123552299,1754,95.83667820069205
5,10,94,14,0.02,96,1.3616302830718794,8.363999123552299,1754,95.83667820069205
7,12,96,10,0.005,94,1.3615282444764554,8.363372337608048,1432,94.99515570934255
7,12,94,10,0.005,96,1.3615282444764554,8.363372337608048,1432,94.99515570934255
10,10,94,10,0.015,94,1.3612521258962131,8.36167624169137,1686,94.34740484429064
5,12,94,14,0.005,94,1.361214057235484,8.361442399767515,1483,93.93148788927334
7,10,95,10,0.005,95,1.3609083162274327,8.359564344060935,1477,94.57370242214532
7,12,96,7,0.01,95,1.3602395346251934,8.355456262150215,1540,95.67820069204151
7,12,95,7,0.01,96,1.3602395346251934,8.355456262150215,1540,95.67820069204151
5,10,95,14,0.015,94,1.3596253377060126,8.351683474075813,1728,95.01730103806229
5,10,94,14,0.015,95,1.3596253377060126,8.351683474075813,1728,95.01730103806229
10,15,94,14,0.02,94,1.3595895362783768,8.351463558939457,1609,95.50173010380621
10,8,94,14,0.02,95,1.359361402893007,8.350062218605736,1686,94.96505190311419
10,8,95,14,0.02,94,1.359361402893007,8.350062218605736,1686,94.96505190311419
7,10,95,14,0.005,95,1.3590570030106586,8.348192400946107,1498,94.63944636678198
7,12,96,10,0.015,95,1.358615471605416,8.34548023426446,1593,95.94083044982699
7,12,95,10,0.015,96,1.358615471605416,8.34548023426446,1593,95.94083044982699
5,8,95,14,0.015,95,1.3584915531321775,8.344719048196227,1703,95.07750865051902
10,10,94,10,0.01,95,1.3579482929062114,8.341381998403541,1604,94.47231833910035
10,10,95,10,0.01,94,1.3579482929062114,8.341381998403541,1604,94.47231833910035
7,15,96,14,0.02,96,1.3577704543780589,8.340289601067719,1552,96.85882352941175
5,12,95,7,0.01,95,1.357556107985685,8.338972949212778,1576,95.13460207612457
5,10,94,7,0.01,95,1.3574241170874428,8.338162177176535,1617,94.57785467128026
5,10,95,7,0.01,94,1.3574241170874428,8.338162177176535,1617,94.57785467128026
7,12,95,7,0.01,95,1.3572281634581915,8.336958505369518,1540,95.11487889273356
5,12,95,14,0.01,94,1.3567796461108648,8.3342034265889,1615,94.90830449826989
5,12,94,14,0.01,95,1.3567796461108648,8.3342034265889,1615,94.90830449826989
7,15,95,14,0.015,95,1.3567516166644125,8.334031251903543,1533,95.82906574394464
5,12,96,10,0.01,94,1.3567048035438958,8.333743695946657,1523,95.33148788927336
5,12,94,10,0.01,96,1.3567048035438958,8.333743695946657,1523,95.33148788927336
5,12,94,7,0.005,94,1.356701503988385,8.333723427978367,1474,93.88512110726643
7,12,96,14,0.015,95,1.3565414180261843,8.332740078192316,1609,96.06020761245676
7,12,95,14,0.015,96,1.3565414180261843,8.332740078192316,1609,96.06020761245676
5,15,94,7,0.01,94,1.3558632511460726,8.328574345936362,1451,94.58823529411762
5,15,95,14,0.02,95,1.3555147199753723,8.326433445838509,1611,96.1961937716263
5,8,95,10,0.01,94,1.3548746560059508,8.322501765891452,1588,94.22456747404844
5,8,94,10,0.01,95,1.3548746560059508,8.322501765891452,1588,94.22456747404844
7,10,96,7,0.02,96,1.3547641920265552,8.321823225880749,1649,96.2871972318339
7,12,96,14,0.02,96,1.354695117543469,8.321398926477912,1632,96.57923875432526
5,10,94,10,0.01,94,1.3537751537047267,8.315747923531957,1570,93.97301038062282
5,12,94,10,0.02,96,1.352610546478336,8.308594165318796,1692,96.00968858131488
5,12,96,10,0.02,94,1.352610546478336,8.308594165318796,1692,96.00968858131488
7,15,96,14,0.01,95,1.3521096514617517,8.305517349584166,1494,96.05951557093425
7,15,95,14,0.01,96,1.3521096514617517,8.305517349584166,1494,96.05951557093425
7,12,95,7,0.02,95,1.3520593960440859,8.305208648849073,1650,95.75743944636676
5,12,94,7,0.02,96,1.3519616062375373,8.3046079616681,1679,96.0719723183391
5,12,96,7,0.02,94,1.3519616062375373,8.3046079616681,1679,96.0719723183391
10,12,95,14,0.02,94,1.3519347938373283,8.304443262854747,1676,95.619723183391
10,12,94,14,0.02,95,1.3519347938373283,8.304443262854747,1676,95.619723183391
10,8,94,14,0.015,94,1.3518903571245149,8.304170304305245,1645,94.17647058823529
5,10,95,14,0.015,95,1.3518728847323909,8.304062977761301,1728,95.32871972318338
5,12,95,7,0.015,94,1.3518183220535511,8.303727819088886,1657,95.20311418685121
5,12,94,7,0.015,95,1.3518183220535511,8.303727819088886,1657,95.20311418685121
5,8,95,14,0.02,96,1.3506927342230037,8.29681374281927,1734,95.82837370242214
5,8,96,14,0.02,95,1.3506927342230037,8.29681374281927,1734,95.82837370242214
